AGM000005,开户日期,Account opening date
AGM000718,累计欠息,Interest of overdue
AGM000719,发放/收回代码,lend or recover sign
AGM000720,涉农情况代码,Agricultural situation
AGM000721,代办人证件类型代码,Id of agent
AGM000722,信贷产品编号,Loan product number
AGM000723,产品细分编号,Product segmentation number
AGM000724,贷款投向区域名称,Loan Destination district
AGM000725,贷款投向区域代码,Loan Destination district code
AGM000726,手续费币种代码,Commission currency
AGM000727,保证金币种代码,Margin currency
AGM000728,租赁公司证件类型代码,Type of cert of leasing company
AGM000729,保证人证件类型代码,cert type of guarantor
AGM000730,上次五级分类结果代码,Last date Five-level Classification
AGM000731,违约金收取方式代码,Penalty means of receipt
AGM000732,保证金计息方式代码,Margin interest calculation method
AGM000733,受益人国籍代码,The beneficiary nationality
AGM000734,新贷款账号,New Loan account number
AGM000735,原贷款账号,Original Loan account number
AGM000737,法人机构编号,Legal Person Institution Number
AGM000740,原贷款期限代码,Original Loan period
AGM000828,利息调整方式代码,Interest adjustment method
AGM000829,借据变更方式,IOU modification method
AGM000833,上次结息日,Last time Interest Settlement Date
AGM000836,新还款账号,New Repayment account
AGM000837,新还款账户名称,New Repayment account name
AGM000838,原还款账编号,Original Repayment account
AGM000839,原还款账户名称,Original Repayment account name
AGM000843,本期应还利息,Interest payable Current Period
AGM000844,本期应还本金,Principal payable Current Period
AGM000845,本期应还本息,Principal and interest payable Current Period
AGM000846,提前还本类型代码,principal repayment type in advance
AGM000847,提前还本金额,principal repayment amount in advance
AGM000849,测算提前还款后下期还款金额,Estimate Next period repayment amount after prepaymentnprd
AGM000850,提前还款日期,Pre-repayment date
AGM000851,提前还款原因,Pre-repayment reason
AGM000852,最接近一期还款日期,recently repayment date
AGM000874,折算后预占用敞口余额,After Convention Pre Occupation Exposure Balance
AGM000875,折算后预占用余额,After Convention Pre Occupation Balance
AGM000903,折算后实占用敞口余额,After Convention Real Occupation Exposure Balance
AGM000904,折算后实占额度余额,After Convention Real Occupation Limit Balance
AGM000923,折算后实际交易敞口金额,After Convention Actual Transaction Exposure Amount
AGM000924,折算后实际交易金额,After Convention Actual Transaction Amount
AGM000932,新贷款还款方式代码,New Loan Repay Mode
AGM001060,不宜贷款户级别,Unsuitable loan account level
AGM001061,不宜贷款户类型,Unsuitable loan type
AGM001062,列入日期,record date
AGM001072,批处理分类频度配置状态代码,Batch Process Classific Frequency Configuration Status
AGM001073,风险分类规则配置状态代码,Risk Classification Rule Configuration Status
AGM001077,额度解冻申请状态代码,Limit Unfreeze Apply Status
AGM001079,额度使用流水状态代码,Limit Use Journal Status
AGM001081,限额使用情况状态代码,Quota Use Situation Status
AGM001086,额度预占记录状态代码,Limit Pre Occupy Record Status
AGM001087,节点状态代码,Node Status
AGM001088,场景扩展配置状态代码,Scene expand Configuration Status
AGM001090,场景状态代码,Scene Status
AGM001091,额度场景关系状态代码,Limit Scene Relation Status
AGM001092,场景关系状态代码,Scene Relation Status
AGM001093,额度实占记录状态代码,Limit Real Occupy Record Status
AGM001095,额度冻结申请状态代码,Limit Freeze Apply Status
AGM001106,信用村镇标志,Credit villages and towns
AGM001111,自动扣款标志,Automatic debit flag
AGM001154,原还款日,Original Repay Day
AGM001159,公积金贷款额度,Provident fund loan limit
AGM001167,进件业务(贷款申请)基础信息,Basic information of import business (loan application)
AGM001168,合同表,Contract Form
AGM001169,协议表,FORM OF AGREEMENT
AGM001170,业务合同变更表,Business Contract Change Form
AGM001171,行业投向,Industry orientation
AGM001172,利息分配账号,Interest distribution account No
AGM001174,利率模式,Interest rate pattern
AGM001175,利率规定,Interest rate provisions
AGM001179,贷款人编号,loan person number
AGM001180,许可证,project licence
AGM001181,贷款性质,Nature of loan
AGM001182,业务类型,Business Type
AGM001183,业务品种,Business type
AGM001184,贷款回收期,Loan payback period
AGM001186,贷款期限代码,Loan term
AGM001189,贷款申请期限,Loan application period
AGM001190,贷款申请期限类型代码,Loan application period type
AGM001191,贷款类型,Loan type
AGM001192,助学贷款类别代码,Student loan category
AGM001194,LPR利率,lpr rate
AGM001195,开证银行地址,Address of issuing bank
AGM001196,开证银行邮箱,Issuing Bank Email
AGM001197,开证行银行名称,Name of issuing bank
AGM001198,开证行邮政编码,Postal code of issuing bank
AGM001200,主还款方式,Main repayment method
AGM001202,经办日期,Handling date
AGM001203,管理费率,manager cost rate
AGM001206,管理人编号,manager id
AGM001207,下次年检日期,Next annual inspection date
AGM001209,合同其他信息,Other contract information
AGM001210,其他条件和要求,Other conditions and requirements
AGM001211,与本行关系,Relationship with our bank
AGM001212,境外客户标志,Overseas customer or not
AGM001213,境外贷款资金用途标志,Use identification of overseas loan funds
AGM001214,所有人编号,Owner Code
AGM001215,所属部门编号,Department code
AGM001306,申请状态代码,Apply Status
AGM001568,经办人编号,Operator No
AGM001569,经办人名称,attention line
AGM001570,经办人证件编号,ID number of operator
AGM001571,经办人证件类型代码,Type of operator's certificate
AGM001726,开户银行所在城市,Account opening city
AGM001907,保证担保形式,/
AGM002132,贷款还款方式代码,Loan repayment type code
AGM002477,原贷款期限,Original Loan period
AGM002478,贷款期限,Loan term
AGM002646,小微债权临界授信金额,
AGM002651,交易流水号,Transaction number
AST000001,资产编号,Asset number
AST000002,资产名称,Asset name
AST000003,资产类别代码,Asset type
AST000004,位置或注册地,Address
AST000005,权属人名称,Name of owner
AST000006,权属人客户编号,Customer number of owner
AST000007,保险机构名称,Insurance organization
AST000008,投保保单编号,Insurance policy number
AST000009,投保人名称,Name of policyholder
AST000011,投保金额,Total amount insured
AST000012,资产保险到期日期,Expiration date of policy
AST000013,资产保险生效日期,Date of inception of policy
AST000015,应收账款账龄,Aging account receivable
AST000016,应收账款额度,Accounts receivable limit
AST000017,收费权产业名称,Industry name of toll right
AST000019,收费期限,Tolling period
AST000020,收费标准文件编号,Charging standards document number
AST000021,收费许可终止日期,Expiration date of charge permit
AST000022,收费标准发布机构名称,Agency name of charging standards
AST000023,土地开发用途代码,Land development purposes
AST000024,土地开发面积,land development area
AST000025,宗地编号,title number
AST000026,开发权到期日期,development rights expiring date
AST000027,土地开发协议编号,land development agreement
AST000028,协议签订日期,Agreement issue date
AST000029,现金金额,Cash amount
AST000030,开户银行名称,Name of account-opening bank
AST000031,账号,Account number
AST000032,总重量,Total weight
AST000033,黄金分类代码,Gold classification
AST000034,成色品种,Purity variety
AST000035,纸黄金账号,Account number of paper gold
AST000036,计价市场名称,Valuation market name
AST000037,存单开设机构名称,Certificate issuing agency name
AST000038,账户监控协议标志,Account monitoring agreement flag
AST000039,存单对应存款种类代码,Deposit type of deposit certificates
AST000040,存单编号,Certificate number
AST000041,存单金额,Deposit amount
AST000042,存单存入日期,Deposit date of deposit certificates
AST000043,存单到期日期,Expiration date of deposit certificates
AST000044,存单利率,Rate of deposit certificates
AST000045,债券发行机构名称,Name of bond issuer
AST000046,债券类别代码,Bond category
AST000047,债券编号,Bond number
AST000048,发行日期,Issue date
AST000049,债券到期日期,Bond maturity
AST000050,债券面值,Face value
AST000051,债券数量,the count of bond
AST000052,债券付息方式代码,Interest payment type
AST000053,债券利率,Interest rate of bond
AST000054,复利标志,Compound interest flag
AST000055,债券外部评级机构名称,External rating agency name of bond
AST000058,股票发行人名称,Issuer name of stock
AST000059,主要交易指数成分标志,Main trading index component flag
AST000060,交易市场名称,Martket name
AST000061,股票代码,Stock code
AST000062,股票价格,Price of stock
AST000063,股票计价基准日期,Base date of stock valuation
AST000064,持股数量,Stock holding quantity
AST000065,每股净资产,Net asset per share
AST000066,基金类型代码,Fund type
AST000068,基金代码,Fund code
AST000069,基金份额,Fund share
AST000071,票据面值,Face value of note
AST000072,出票日期,Date of draft
AST000073,票据到期日期,Due date of note
AST000074,出票人名称,Note drawer name
AST000078,被背书人名称,Endorsee name
AST000079,追索权标志,Recourse right flag
AST000080,承兑类型代码,Acceptance type
AST000081,承兑人名称,The acceptor name
AST000082,委托仓储机构名称,Entrusted storage organization name
AST000083,委托仓储协议编号,Entrusted storage agreement number
AST000084,仓单编号,The warehouse receipt number
AST000085,仓储物品种,Storage variety
AST000086,仓储物价值,Storage value
AST000087,委托运输协议编号,Consignment agreement number
AST000088,提单编号,Bill of lading number
AST000089,货物品种,Goods variety
AST000090,货物价值,Goods value
AST000091,保单编号,Policy number
AST000092,保险类型代码,Types of insurance
AST000093,保险公司名称,Name of insurance company
AST000094,保险金额,Amount insured
AST000095,保险期限,Period of insurance
AST000096,订立保单日期,Date of policy
AST000097,理财产品名称,financial product name
AST000098,理财产品编号,financial product number
AST000099,理财产品持有额,Holding share of financial products
AST000100,理财产品期限,Financial product period
AST000101,理财产品发行机构名称,Issuer name of financial product
AST000102,理财产品预期收益率,Expected yield of financial product
AST000103,开发建设许可证编号,Development and construction permit number
